,WT2D,WT2D.1,WT2D.2,WT2D.3,WT2D.4,WT2D.5,WT2D.6,WT2D.7,WT2D.8,WT2D.9,WT2D.10,WT2D.11,WT2D.12,WT2D.13,WT2D.14,WT2D.15,WT2D.16,WT2D.17,WT2D.18,WT2D.19,WT2D.20,WT2D.21,WT2D.22,WT2D.23,WT2D.24,WT2D.25,WT2D.26,WT2D.27,WT2D.28,WT2D.29,WT2D.30,WT2D.31,WT2D.32,WT2D.33,WT2D.34,WT2D.35,WT2D.36,WT2D.37,WT2D.38,WT2D.39,WT2D.40,WT2D.41,WT2D.42,WT2D.43,WT2D.44,WT2D.45,WT2D.46,WT2D.47,WT2D.48,WT2D.49,WT2D.50,WT2D.51,WT2D.52,WT2D.53,WT2D.54,WT2D.55,WT2D.56,WT2D.57,WT2D.58,WT2D.59,WT2D.60,WT2D.61,WT2D.62,WT2D.63,WT2D.64,WT2D.65,WT2D.66,WT2D.67,WT2D.68,WT2D.69,WT2D.70,WT2D.71,WT2D.72,WT2D.73,WT2D.74,WT2D.75,WT2D.76,WT2D.77,WT2D.78,WT2D.79,WT2D.80,WT2D.81,WT2D.82,WT2D.83,WT2D.84,WT2D.85,WT2D.86,WT2D.87,WT2D.88,WT2D.89,WT2D.90,WT2D.91,WT2D.92,WT2D.93,WT2D.94,WT2D.95
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hansenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003609,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica,0,1.31E-05,0,0,0,0.0001324,0,0,0.0001092,0,0.001923798,0,0,0,0,0,0.0008431,0,0.0001227,0,0,0,0.0002351,0.0009029,0,0,0,0,0,0,0,0.000123,0,0,0,0.0013856,0,0,0,0,0,0.0002871,0,0.0003837,0.001793101,0,0.0007012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004592,0.0001846,0,0,0,0.0004637,0.0014892,4.81E-05,0.0006241,0,0,0,0.0005574,0,0.0001659,0.0001244,0,0,0,0,5.50E-06,1.61E-05,0,0,0.0009372,0,0.0003155,0,0.0005036,0,0,0.0005575,0,0,0,0.003149301
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta,0,0,0,0,0,0,0,0,0,0,2.41E-05,0,0,0,0,0,0.0016805,0,0,0,0.0005438,0.0004055,0,1.49E-05,0.002801999,0,0,0,0,2.44E-05,0,0,0.0004358,0,0,5.12E-05,0,0,0,0,3.18E-05,0.0001452,0,0,0.0001067,0,1.13E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001692,0,0,0,0,0,4.40E-05,0,0,0,0,0,0,0,0,0,0,0.0004484,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus,0,0,0.0001172,0,0,7.04E-05,0,0.053302889,3.56E-05,0.0046872,0.001355999,0,0,0,8.69E-05,0,0.0016668,0,0.0005454,0,0.0012134,0.0018665,0,0.0003912,0,0,0,0.018664598,0,0.000798,8.41E-05,0.0003444,0.003635601,0,6.67E-05,0.0001644,0.0016904,3.99E-05,0.139547556,0.0007754,0,0.006620499,2.20E-06,0,0.004435701,0,0.006933402,0,2.81E-05,0,0,3.41E-05,0,0,0,0,0,0.018202604,0,0.0001972,0.0006142,7.76E-05,0,0,0,0.0001975,0.0003462,2.46E-05,0,0,0,0.002608099,0.000541,0,0.0083321,0,0,0,0,0.001695499,0.0002058,0,0,0,0.000288,0.026888703,0.003237099,0,0,0,0,0.0002269,0,0.0010636,0,0.0009539
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum,0.007403099,0.011155499,0.003815099,0.011709807,0.006412799,0.015197102,0.015829002,0.023197395,0.009564502,0.013602499,0.018974883,0.0046177,0.0034725,0.0023006,0.006149696,0.006618004,0.0023165,0.004115598,0.027480514,0.0596292,0.0154641,0.0054649,0.0054596,0.011872802,0.007677098,0.009204002,0.0150854,0.024271598,0.009262002,0.012652,0.015875202,0.018201804,0.009531002,0.021199989,0.0049182,0.006492202,0.008858999,0.055248,0.009958004,0.033832903,0.005119699,0.034898293,0.020852608,0.0176353,0.059705418,0.0033919,0.007282602,0.007104599,0.019988806,0.0285245,0.0093826,0.0025233,0.023478295,0.005866502,0.019039296,0.011205297,0.0097718,0.013494403,0.0143648,0.023223202,0.012562297,0.018734402,0.017613695,0.0041193,0.015711997,0.019639492,0.022103296,0.032227006,0.012214595,0.006509598,0.0165574,0.006757397,0.034791993,0.012478499,0.0225303,0.0127089,0.008994799,0.015883286,0.018943696,0.014893693,0.0161259,0.006061099,0.0045066,0.006995099,0.012062194,0.005712201,0.033082393,0.013750401,0.027711617,0.012825903,0.007847202,0.008503599,0.0180192,0.011732204,0.018262207,0.034089714
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques,0.006189599,0.013211599,0.009992997,0.010945607,0.024852598,0.016422402,0.007425601,0.016928697,0.019821004,0.016826798,0.027920575,0.006394399,0.005344501,0.012499501,0.029125683,0.009924906,0.027692497,0.007631297,0.025214613,0.0165303,0.0323749,0.0245846,0.0061993,0.040887908,0.025060995,0.009024202,0.0141941,0.018286298,0.013173303,0.0379204,0.026543403,0.011663402,0.040935608,0.011737194,0.013399501,0.018811406,0.009556199,0.0235558,0.018841808,0.054513505,0.005061099,0.023588095,0.020617308,0.0493718,0.042990913,0.024613398,0.052565316,0.016872197,0.036985311,0.0197171,0.0107334,0.0122107,0.020514396,0.007991402,0.009965198,0.018549394,0.0160159,0.011574702,0.0195243,0.029801103,0.015551397,0.081516308,0.007716998,0.0103203,0.015385897,0.04978648,0.015939697,0.013399503,0.065196074,0.020585194,0.0206243,0.056226678,0.024552495,0.014698499,0.0856198,0.0224173,0.011588799,0.021056581,0.012250198,0.013065493,0.1023183,0.023424598,0.007772201,0.005405799,0.014505293,0.029146003,0.046358191,0.012812801,0.008475605,0.012497402,0.006695101,0.015559198,0.0145062,0.011038703,0.060393224,0.029185612
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus,0,0.013773999,0,0.24995775,0.015534698,0,9.20E-06,0,0.004616301,0,0,0.065371093,0.016363002,0.20382382,0,0,0,0.065175774,0,0,0,0,0,0,0,0,0,0,0.0001738,0,0.0008602,0,0,0,0.0013276,0,0.168955183,0,0,0,0,0,0.0001929,0,0,0,0,0.116280777,0,0.0037707,0,0.183835,0,0.003431401,0.054799489,6.04E-05,3.85E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019960582,0,0,0,0,0,0.014793297,0.024203188,0,0,0.022540702,0,0,0,0,0.031837,0,0.130153952,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_unclassified,0,0,0,0,0,0,0,0,0,0,7.88E-05,0,0,0,0,0,0,0,0.0002013,0,0,9.27E-05,0,0,0,0.0002291,0,0,0.0001698,0,0,0,0,0,0,0,0,0,0,0,0,0.0004387,8.15E-05,0.0003835,0.0005534,0.0009809,0.0001398,0,0,0,0.0002008,0,0,0,0,0,0,0.000114,0.0001205,0.0002659,0.0001349,7.58E-05,0.0001999,7.95E-05,9.50E-05,0.0003298,0.0001042,0.0003492,0.0002311,0,0,0,0,0,0.0001128,0.000253,0.0001319,0,0.0001997,0,0,0.0003834,0.0002993,0,0,8.79E-05,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus,0.0021064,0.005273099,0.006721798,0.003355802,0.006038699,0.005147201,0.0044018,0.007495599,0.005088101,0.0040873,0.004986196,0.0034949,0.0036153,0.0023511,0.005827397,0.005734903,0.0043152,0.003132799,0.004432802,0.0132144,0.0120102,0.0035206,0.0049019,0,0.004317199,0.002825201,0.0070958,0,0.0006098,0,0.011309801,0.006875101,0,0.015494992,0.0044932,0,0.008055899,0.0092271,0.006400903,0.018221002,0,0.007572398,0.004349402,0.0017122,0.003398201,0.0030573,0,0.0017711,0.013327204,0.0053852,0.0045415,0.0047328,0.006705699,0.003093201,0.005541899,0.008964797,0.0030706,0.007708402,0.026243,0.0039206,0.006746299,0.0035979,0.001726299,0.0022186,0.008438298,0.003769198,0.010033698,0.004596001,0.013008795,0.002910699,0.0023811,1.04E-05,0.002713699,0.0012941,0,0.0101988,0.0009685,0.008007393,0.009895098,0.006816997,0.0098772,0.0018262,0.0033792,0.002763499,0.004950398,0.002169,0.002434,0.0048222,0.003021402,0.004465801,0.002973601,0.0036098,0.004115,0.002447401,0.002043001,0.006985203
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes,0.0022618,0.011401099,0.005056298,0.008592805,0.014480899,0.022421602,0.0007788,0.013197597,0.014885503,0.011050199,0.004002496,0.016603698,0.005305601,0.005736501,0.011818393,0.012057207,0,0.003280399,0.022287611,0.0012415,0.0098581,0.0094909,0.0210882,0.024544705,0.0023216,0.012235602,0.0130603,0.021089798,0.021047304,0.0197855,0.018526102,0.018171804,0.011955002,0.026645187,0.0008716,0,0.018794698,0.0130537,0.013821406,0.027621803,0.0039358,0,0.019447308,0.0021969,0,0.0046956,0.001613,0.003539299,0.010750503,0.0027117,0.0070225,0.0126639,0.009591298,0.014900604,0.004284099,0.005593898,0.0119136,0.007915202,0.017277,0.011827101,0,0.031648203,0.022192193,0.0062598,0.022356496,0.010109696,0.024050795,0.021993804,0.003402699,0.004550399,0.010812,0.0001268,0.021550596,0.005589699,0.0101547,0.0023509,0.0021591,0.012596489,0.008332998,0.075966762,0.0112788,0.014946099,0.003102,0.015885597,0.023940988,0.0048552,0.018457096,0.011504301,0.010441606,0.012528403,0.010713102,0.008764299,0.0184383,0.015551405,0.009520804,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus,0,0,0.009412797,0,0.023182198,0,0,0,2.22E-05,0,0,1.04E-05,0.020920402,0,0,0,0,0,0,0,0,0,0,0,0.012854897,0,0,0,0.0005087,0,0.0012829,0,0,0,0,7.00E-06,0,0,0,0,0,0,3.25E-05,0,0,0.036816196,0,3.47E-05,0,0,0,0,0,0,0.002455,0.244205927,0,0,0,0,0,0,0,0.0004343,0,0,0,1.50E-05,0,0,0,0.0006284,0,2.21E-05,0,0,3.26E-05,0.017391784,0,0.015318192,0,0,2.07E-05,0,0.069932065,0,0,0,0,0.04906901,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp_ART55_1,0.045072995,0.025306597,0,0.03294842,0,0,0.058946406,0,0.144709229,0,0,0.029043597,0,0,0.007478496,0.068991541,0,0,0,0,0,0,0,0,0,0.004332301,0.0326669,0,0,0,0.059787806,0.022016404,0,0.035798682,0,0.293696688,0.0031046,0,0.017988707,0,0,0,0.07408873,0,0,0,0,0.109589878,0,0.0204307,0.0056781,0,0,0,0,0,0,0,0.0657235,0,0,0,0.051138285,0,0,0,0,0.10142812,0,0,0.0315536,0,0,0.069104193,0,0,0.114624389,0,0,0,0,0,0.09737421,0.04768239,0,0,0,0,0.004382403,0,0.015125503,0,0.01263,0.090160327,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans,0.008740799,0.006331699,0.002325599,0.006001604,0.0031256,0.005239601,0.007164501,0.003990899,0.009577402,0.0037878,0.007213994,0.0041085,0.0013624,0.0028884,0.01618129,0.003032702,0.014470499,0.002538899,0.006927103,0.0109568,0.0155051,0.0026911,0.0127247,0.008204302,0.005651799,0.006716801,0.0072754,0.006207899,0.0021682,0.0067893,0.006678201,0.005995101,0.013111803,0.001819099,0.0013581,0.002377901,0.0014915,0.009358,0.004612302,0.008957901,0.0038155,0.022867395,0.003070801,0.0188026,0.012105104,0.0027267,0.011595403,0.010463598,0.015799505,0.0089179,0.0028162,0.0075313,0.006149499,0.004660101,0.004351299,0.012336996,0.0063851,0.009256002,0.0131355,0.0047598,0.008490698,0.014519801,0.007738798,0.002947,0.007468699,0.012727695,0.009432398,0.007307701,0.016137494,0.012084096,0.0089192,0.005672898,0.011946098,0.0009397,0.0132229,0.014131,0.0035128,0.009813291,0.005321199,0.013144593,0.0093575,0.007210999,0.0028736,0.008550198,0.003943698,0.007790801,0.008360898,0.0028815,0.003117102,0.003751301,0.0018274,0.0021481,0.0045924,0.003678201,0.006640503,0.02421771
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena,0.024136898,0.035085796,0.005541798,0.022599714,0.016469398,0.018341902,0.0042964,0.018215596,0.023934305,0.010201099,0.009947991,0.005184599,0.0034396,0.0040411,0.002361499,0.020222812,0,0.015298994,0.017255309,0.0001601,0,0.0280602,0.036997,0.004945801,0.007478499,0.019347404,0.0248397,0.032981497,0.010264402,0.0010198,0.037050904,0.039204608,0.020970904,0.047577676,0.0002613,0.0013483,0.017772498,0.0885212,0.012961605,0.016152002,0.031937497,0.036348593,0.013950006,0.0186386,0,0.0003565,0.0007802,0.014566497,0.004636801,0.0030116,0.0288285,0.0057886,0.026458695,0.012228204,0.024028095,0.008091498,0.0142751,0.035772307,0.0964574,0.030024903,0.024065395,0.011655401,0.035187689,0.0142413,0.024398995,0.015521894,0.022741295,0.021923004,0.056529477,0.004924599,0.0071717,0,0.028821394,0.007606499,0,0.0248337,0.0039653,0.019651582,0.013849297,0.028271686,0.0346626,0,0.0046472,0.05238269,0.029932785,0.009408501,0.004792799,0.016740502,0.01685881,0.0019646,0.006350001,0.016026598,0.0087347,0.011198103,0.026294011,0.012775905
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036447,0,0,0.0019454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004877,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_1_57FAA,0.0029792,0,0,0,0,0.034700003,0,0.016499297,0.0021012,0,0,0.0005189,0,0,0.000882199,0.0003667,0,0.0005966,0,0.0014646,0,0,0,0.05152241,0.003984999,0.0020604,0,0.0028567,0.0007194,0,0.0006055,0.019617604,0,0,0,0,0.005672999,0,0,0.002209,0.0003325,0.0007956,0,0,0.0007169,0,0.0012737,0,0.013173604,0.0010451,0.0004551,0.0105224,0,0.0002408,0.0011368,0,0.0057374,0.004102201,0.0001408,0,0.0006114,0.0006816,0,0,0,0,0,0,0.0005195,0,0.0015401,0,0.022819995,0.001939,0,0,0.010675199,0,0.0003662,0.010205495,0.0012148,0.006895499,0,0,0,0,0.028666794,0,0.0001723,0,0,0,0.000639,0,0.0011454,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_4_56FAA,0,0,0,0,0,0,0,0,2.76E-05,0,0.000640499,0,0,0,0.001018399,0,0.0029624,0,0,0,0,0.001364,0,0,0,0,0,0.0006994,0,0.0005457,0,0,0,0,0,0,0,0,0,9.46E-05,9.72E-05,0.000453,0,3.41E-05,0.002999201,0,0.001762701,0,0.0002489,0.0001388,0,0,3.40E-05,0,0,0,0,0,0,0,0,0.0002685,0,0,0,0.0006727,0.0001039,4.60E-06,0.001546199,0,0,0.0008956,0.000417,0,0.0010052,4.54E-05,0,0,0,0.0006182,0.0002552,0.0003859,0,0,5.91E-05,0.0022895,0.0004521,0,0,0,0,0,0,0,0,0.0003646
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_2_1_58FAA,0.000169,0,0.001735599,0,0,0,0,9.00E-05,0.0001352,0.0002733,0,0,0,0,0,0,0,0,0,0.0002312,0.000171,0,0,0,2.76E-05,0,0,0.0010682,0,0,0,0.0002241,0.0004948,0,0,0,0,0.0045947,0,0,4.61E-05,0,0,0,0.000747,0,0,0,0,0.0002293,0,0,0.0005586,0,0,0,7.25E-05,0.002767901,0,0.008944201,0,0,0,0,2.37E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006107,1.32E-05,0,0,0,0.0003348,0.006941501,0,6.64E-05,0,0,0,0,0.0004379,0,0,0.0001564
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_46FAA,0.0019298,0.012050199,0.0006826,0.000868001,0.0008698,5.70E-05,0.0017595,0.0002623,0.004845701,0.001165,0.000692399,0.006039899,0,0.003547,0.001796999,0.0003188,0.005364199,0.005669898,0.001484901,0.0069192,0,0.0010556,0.0106416,0.0006831,0.007445699,0,0.0022195,0.0021957,0.0001815,0.0011173,0.0026961,0.0006564,0,0,0.0002805,0.0002169,3.15E-05,0.0008231,0,0.028251903,0,5.37E-05,0.011705505,0,0.001821801,0.0001382,0.007826102,0.0013104,0.0006534,0.0018138,0.0002846,0.0004335,0.0008715,0.007247602,0.003121599,0.002520499,0,0.0002763,0.000869,0.0002594,0.003516799,0.0007618,0.0012521,7.15E-05,0.0002665,0.004292498,0.003129099,0.0003239,0.001717299,0.0016421,0.0009595,0,0.007763598,0.0010367,0,0.0014892,0.0005558,0.003907196,0.004473199,0.0006364,0.0015531,0.0046439,0.000495,0.0022092,0.006803297,0,0.0019411,0.0002861,0.001907901,0,0.000101,0.0005212,0.0041551,0.002824801,0.0004358,0.000195
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_57FAA_CT1,0,0,0,0,0,0,0,0,0,0.0001127,0.0001598,0,7.30E-05,0,0.001682399,0,0.0003652,0.0002258,0,0.0008509,0,0.0001629,0.000734,0.0001943,0.010385298,0,0,0.0003922,0.0004034,0.0003118,0,0.0005069,0,0,0.0002113,0,9.50E-05,0,2.93E-05,0.0003783,0.0004853,4.73E-05,0.000251,0.0005845,5.69E-05,0,0.002703301,0.0002134,0.011110203,0.0002595,0,0,0,0,0,0,0,0,0,4.22E-05,7.10E-05,0.0007626,0,0,0,0.0009885,1.60E-06,0,0.0001985,0,0,0,0,0,0.0002602,0.0002808,0,0,0,0,0.0215781,9.93E-05,0,0.0002165,0,0,0.0013976,0,5.11E-05,0,0,0.0001692,0,0.001742701,0.0002214,8.79E-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_4_1_37FAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.40E-06,0,0,0,0,0,0,0,3.18E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_5_1_57FAA,0,0,0,0,0,0,0,0,0,4.90E-06,0,0,0,0,0,0,0,0,0,0.00039,0,0.0002345,0,0,0.0003965,0,0,6.40E-05,0,7.10E-06,0,5.90E-06,0,0,0,1.57E-05,0,0,0,0,0.0002552,0,0,4.67E-05,0,0,0.001873301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.85E-05,0,0,0.0001281,0,0,0.0002347,0,0,0,0,0,0,0,0,2.46E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_5_1_63FAA,0.0001311,0.0005341,0.003218299,0.0003988,0.0003869,0.0013559,0.0003483,0.004044799,0.0022355,0.0004037,7.28E-05,0.0005581,0.0006125,0.0001849,0.003794198,0.0004518,0.0001138,0.0006502,0.0002669,0.0005572,0.0019719,0.0006422,0.0002619,0.002545201,0.018665396,0.0003881,0.0038027,0.005051099,0.004498401,0.0078198,0.009614401,0.0004976,0.003168501,0.003429398,0.0028218,0.0003027,0.0008804,0.001899,0.0006123,0.006794601,0.0021495,0.042885691,0.0011891,0.0034795,0.0007285,0.0009678,0.003303101,0.0006213,0.006164002,0.003554,0.0005748,0.000612,0.004036499,6.51E-05,0.006016799,0.0010972,0.0010302,0.0006684,0.0039172,0.0007533,0.0005864,0.0017005,0.004440699,0.0007486,0.0018905,0.008963196,0.0003885,0.0002766,0.0009876,0.001686999,0.0121577,0.020358792,0.011079598,0.0001511,0.0026427,0.0011625,0.0003463,0.001230399,0.0003951,0.0005457,0.0027797,0.009299399,0.0007043,0.0005434,0.008373296,0.040831404,0.006787799,0.0012617,0.001774001,0.0011619,0.0003837,0.0039165,0.0066201,0.0002553,0.0002204,0.00063
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_6_1_63FAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85E-05,0,0,0,0,0,0,0,3.22E-05,0,0,0,0,0,4.88E-05,0,0,0,0,0,0,2.30E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.90E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019228,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_7_1_58FAA,0.0003045,0.0006276,0.009032197,0.0001094,0.0012754,0.0001152,0.0001813,2.77E-05,7.59E-05,0.0001109,0.0002226,0.0015127,0.008565901,0.000263,0.0003619,0.001623301,6.94E-05,0.0001234,0.0004955,0.0019443,0,0.0002162,0.0001437,8.76E-05,0.0008031,0.0003841,0.0001324,0.0002648,0.0003989,0.0013887,0.0003793,7.86E-05,0.0023512,6.81E-05,0.0012521,0.000254,0.0001749,0.0001095,0.0002048,4.94E-05,0.0005117,0.0004071,0.0002144,0.0016339,0.0012163,0.0007291,0.0004923,0.0015771,0.000168,0.0014492,0.0002007,0.0004184,7.72E-05,0,0.0003536,0.0004819,8.19E-05,9.89E-05,2.98E-05,0.0003671,0.0004798,0.0010554,0.0002004,4.43E-05,8.36E-05,0.0010594,0.003499399,4.97E-05,0.0001427,0.0001985,0.0004308,3.29E-05,0.0020497,0.0012516,0.0004243,0.0006303,0.0003595,0.001827098,0.0003452,0.000219,0.0002942,0.0035892,0.0002867,0.0001582,0.0004241,0,0.0005035,0.000602,0.0002223,0.0003632,0.0003662,7.90E-06,0.0002555,0.0002947,0.0002109,1.18E-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_8_1_57FAA,0,0,0.002897799,0.002847602,0.008451499,0,0,0,0,0,0,0,0.0027158,0,0,0.0003082,0,0.0011932,0,0,0,0,0.0096163,0,0,0,0,0,0.003871401,0.0013105,0.0028208,0,0.008436902,0.005321897,0,0,0,6.00E-04,0,0,0.0030051,0,0,0,0,0,0,0,0,0,0,0,0,0.0002013,0,0,0,0,0.0084804,0,0,0,0.002105899,0.0044042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004657099,0,0.005555201,0,0,0.031064519,0.009444302,0.0016263,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_9_1_43BFAA,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27E-05,0,0,0.0001256,0,0,0,0,0,0,0,0,0,0,0.0001449,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38E-05,0,0,1.32E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57E-05,0,0,0,0,0,0,0,0,0,0,0,0,5.60E-06,0,0,7.20E-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Marvinbryantia|s__Marvinbryantia_formatexigens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004886,0,0,0,0,7.39E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001524,0,0,0
